Date,T-48,T-47,T-46,T-45,T-44,T-43,T-42,T-41,T-40,T-39,T-38,T-37,T-36,T-35,T-34,T-33,T-32,T-31,T-30,T-29,T-28,T-27,T-26,T-25,T-24,T-23,T-22,T-21,T-20,T-19,T-18,T-17,T-16,T-15,T-14,T-13,T-12,T-11,T-10,T-9,T-8,T-7,T-6,T-5,T-4,T-3,T-2,T-1,window_statistic_12_std,difference_13_12-1,difference_statistic_3_1_abs_energy,tzero,Target_Tplus2
1943-11-01,3.7458,3.7458,3.7717,3.8233,3.8492,3.8492,3.875,3.9267,3.9267,3.9783,4.03,4.0558,4.1592,4.1592,4.185,4.2367,4.2883,4.34,4.3658,4.4433,4.495,4.5467,4.5725,4.5983,4.65,4.7533,4.805,4.8567,4.8825,4.8825,4.8825,4.9084,5.0634,5.0892,5.115,5.115,5.1925,5.27,5.2184,5.2959,5.3217,5.3992,5.425,5.5284,5.58,5.6059,5.7092,5.7092,0.17695017424876053,0.5941999999999998,0.006006249999999951,5.7867,5.735
1943-12-01,3.7458,3.7717,3.8233,3.8492,3.8492,3.875,3.9267,3.9267,3.9783,4.03,4.0558,4.1592,4.1592,4.185,4.2367,4.2883,4.34,4.3658,4.4433,4.495,4.5467,4.5725,4.5983,4.65,4.7533,4.805,4.8567,4.8825,4.8825,4.8825,4.9084,5.0634,5.0892,5.115,5.115,5.1925,5.27,5.2184,5.2959,5.3217,5.3992,5.425,5.5284,5.58,5.6059,5.7092,5.7092,5.7867,0.18432182604226657,0.5167000000000002,0.006006249999999951,5.7867,5.8125
1944-01-01,3.7717,3.8233,3.8492,3.8492,3.875,3.9267,3.9267,3.9783,4.03,4.0558,4.1592,4.1592,4.185,4.2367,4.2883,4.34,4.3658,4.4433,4.495,4.5467,4.5725,4.5983,4.65,4.7533,4.805,4.8567,4.8825,4.8825,4.8825,4.9084,5.0634,5.0892,5.115,5.115,5.1925,5.27,5.2184,5.2959,5.3217,5.3992,5.425,5.5284,5.58,5.6059,5.7092,5.7092,5.7867,5.7867,0.18878890824145364,0.5166000000000004,0.002672889999999939,5.735,5.9159
1944-02-01,3.8233,3.8492,3.8492,3.875,3.9267,3.9267,3.9783,4.03,4.0558,4.1592,4.1592,4.185,4.2367,4.2883,4.34,4.3658,4.4433,4.495,4.5467,4.5725,4.5983,4.65,4.7533,4.805,4.8567,4.8825,4.8825,4.8825,4.9084,5.0634,5.0892,5.115,5.115,5.1925,5.27,5.2184,5.2959,5.3217,5.3992,5.425,5.5284,5.58,5.6059,5.7092,5.7092,5.7867,5.7867,5.735,0.1707443026135865,0.5166000000000004,0.00867913999999989,5.8125,5.9417
1944-03-01,3.8492,3.8492,3.875,3.9267,3.9267,3.9783,4.03,4.0558,4.1592,4.1592,4.185,4.2367,4.2883,4.34,4.3658,4.4433,4.495,4.5467,4.5725,4.5983,4.65,4.7533,4.805,4.8567,4.8825,4.8825,4.8825,4.9084,5.0634,5.0892,5.115,5.115,5.1925,5.27,5.2184,5.2959,5.3217,5.3992,5.425,5.5284,5.58,5.6059,5.7092,5.7092,5.7867,5.7867,5.735,5.8125,0.16010036500582994,0.5941999999999998,0.01669780999999989,5.9159,5.9417
1944-04-01,3.8492,3.875,3.9267,3.9267,3.9783,4.03,4.0558,4.1592,4.1592,4.185,4.2367,4.2883,4.34,4.3658,4.4433,4.495,4.5467,4.5725,4.5983,4.65,4.7533,4.805,4.8567,4.8825,4.8825,4.8825,4.9084,5.0634,5.0892,5.115,5.115,5.1925,5.27,5.2184,5.2959,5.3217,5.3992,5.425,5.5284,5.58,5.6059,5.7092,5.7092,5.7867,5.7867,5.735,5.8125,5.9159,0.15295628165336062,0.5424999999999995,0.011357199999999954,5.9417,5.9417
1944-05-01,3.875,3.9267,3.9267,3.9783,4.03,4.0558,4.1592,4.1592,4.185,4.2367,4.2883,4.34,4.3658,4.4433,4.495,4.5467,4.5725,4.5983,4.65,4.7533,4.805,4.8567,4.8825,4.8825,4.8825,4.9084,5.0634,5.0892,5.115,5.115,5.1925,5.27,5.2184,5.2959,5.3217,5.3992,5.425,5.5284,5.58,5.6059,5.7092,5.7092,5.7867,5.7867,5.735,5.8125,5.9159,5.9417,0.14744957047524185,0.5167000000000002,0.0006656400000000138,5.9417,5.89
1944-06-01,3.9267,3.9267,3.9783,4.03,4.0558,4.1592,4.1592,4.185,4.2367,4.2883,4.34,4.3658,4.4433,4.495,4.5467,4.5725,4.5983,4.65,4.7533,4.805,4.8567,4.8825,4.8825,4.8825,4.9084,5.0634,5.0892,5.115,5.115,5.1925,5.27,5.2184,5.2959,5.3217,5.3992,5.425,5.5284,5.58,5.6059,5.7092,5.7092,5.7867,5.7867,5.735,5.8125,5.9159,5.9417,5.9417,0.1321971599438588,0.41329999999999956,0.0,5.9417,5.9159
1944-07-01,3.9267,3.9783,4.03,4.0558,4.1592,4.1592,4.185,4.2367,4.2883,4.34,4.3658,4.4433,4.495,4.5467,4.5725,4.5983,4.65,4.7533,4.805,4.8567,4.8825,4.8825,4.8825,4.9084,5.0634,5.0892,5.115,5.115,5.1925,5.27,5.2184,5.2959,5.3217,5.3992,5.425,5.5284,5.58,5.6059,5.7092,5.7092,5.7867,5.7867,5.735,5.8125,5.9159,5.9417,5.9417,5.9417,0.12229633750307752,0.3099999999999996,0.002672890000000031,5.89,5.89
1944-08-01,3.9783,4.03,4.0558,4.1592,4.1592,4.185,4.2367,4.2883,4.34,4.3658,4.4433,4.495,4.5467,4.5725,4.5983,4.65,4.7533,4.805,4.8567,4.8825,4.8825,4.8825,4.9084,5.0634,5.0892,5.115,5.115,5.1925,5.27,5.2184,5.2959,5.3217,5.3992,5.425,5.5284,5.58,5.6059,5.7092,5.7092,5.7867,5.7867,5.735,5.8125,5.9159,5.9417,5.9417,5.9417,5.89,0.10726967444508975,0.3099999999999996,0.0033437000000000328,5.9159,5.8384
1944-09-01,4.03,4.0558,4.1592,4.1592,4.185,4.2367,4.2883,4.34,4.3658,4.4433,4.495,4.5467,4.5725,4.5983,4.65,4.7533,4.805,4.8567,4.8825,4.8825,4.8825,4.9084,5.0634,5.0892,5.115,5.115,5.1925,5.27,5.2184,5.2959,5.3217,5.3992,5.425,5.5284,5.58,5.6059,5.7092,5.7092,5.7867,5.7867,5.735,5.8125,5.9159,5.9417,5.9417,5.9417,5.89,5.9159,0.08978093555365123,0.18079999999999963,0.0013416200000000034,5.89,5.89
1944-10-01,4.0558,4.1592,4.1592,4.185,4.2367,4.2883,4.34,4.3658,4.4433,4.495,4.5467,4.5725,4.5983,4.65,4.7533,4.805,4.8567,4.8825,4.8825,4.8825,4.9084,5.0634,5.0892,5.115,5.115,5.1925,5.27,5.2184,5.2959,5.3217,5.3992,5.425,5.5284,5.58,5.6059,5.7092,5.7092,5.7867,5.7867,5.735,5.8125,5.9159,5.9417,5.9417,5.9417,5.89,5.9159,5.89,0.08124442374027202,0.12919999999999998,0.0033333699999999653,5.8384,5.9159
1944-11-01,4.1592,4.1592,4.185,4.2367,4.2883,4.34,4.3658,4.4433,4.495,4.5467,4.5725,4.5983,4.65,4.7533,4.805,4.8567,4.8825,4.8825,4.8825,4.9084,5.0634,5.0892,5.115,5.115,5.1925,5.27,5.2184,5.2959,5.3217,5.3992,5.425,5.5284,5.58,5.6059,5.7092,5.7092,5.7867,5.7867,5.735,5.8125,5.9159,5.9417,5.9417,5.9417,5.89,5.9159,5.89,5.8384,0.06872894222960216,0.10329999999999995,0.005325119999999927,5.89,6.0192
1944-12-01,4.1592,4.185,4.2367,4.2883,4.34,4.3658,4.4433,4.495,4.5467,4.5725,4.5983,4.65,4.7533,4.805,4.8567,4.8825,4.8825,4.8825,4.9084,5.0634,5.0892,5.115,5.115,5.1925,5.27,5.2184,5.2959,5.3217,5.3992,5.425,5.5284,5.58,5.6059,5.7092,5.7092,5.7867,5.7867,5.735,5.8125,5.9159,5.9417,5.9417,5.9417,5.89,5.9159,5.89,5.8384,5.89,0.06455615718547336,0.12919999999999998,0.0033333699999999653,5.9159,6.0192
1945-01-01,4.185,4.2367,4.2883,4.34,4.3658,4.4433,4.495,4.5467,4.5725,4.5983,4.65,4.7533,4.805,4.8567,4.8825,4.8825,4.8825,4.9084,5.0634,5.0892,5.115,5.115,5.1925,5.27,5.2184,5.2959,5.3217,5.3992,5.425,5.5284,5.58,5.6059,5.7092,5.7092,5.7867,5.7867,5.735,5.8125,5.9159,5.9417,5.9417,5.9417,5.89,5.9159,5.89,5.8384,5.89,5.9159,0.05951582597651362,0.28419999999999934,0.01134169999999999,6.0192,5.9934
1945-02-01,4.2367,4.2883,4.34,4.3658,4.4433,4.495,4.5467,4.5725,4.5983,4.65,4.7533,4.805,4.8567,4.8825,4.8825,4.8825,4.9084,5.0634,5.0892,5.115,5.115,5.1925,5.27,5.2184,5.2959,5.3217,5.3992,5.425,5.5284,5.58,5.6059,5.7092,5.7092,5.7867,5.7867,5.735,5.8125,5.9159,5.9417,5.9417,5.9417,5.89,5.9159,5.89,5.8384,5.89,5.9159,6.0192,0.05072174843091358,0.20669999999999966,0.010670889999999988,6.0192,5.9934
1945-03-01,4.2883,4.34,4.3658,4.4433,4.495,4.5467,4.5725,4.5983,4.65,4.7533,4.805,4.8567,4.8825,4.8825,4.8825,4.9084,5.0634,5.0892,5.115,5.115,5.1925,5.27,5.2184,5.2959,5.3217,5.3992,5.425,5.5284,5.58,5.6059,5.7092,5.7092,5.7867,5.7867,5.735,5.8125,5.9159,5.9417,5.9417,5.9417,5.89,5.9159,5.89,5.8384,5.89,5.9159,6.0192,6.0192,0.04997910118795207,0.07750000000000057,0.0006656399999999679,5.9934,6.045
1945-04-01,4.34,4.3658,4.4433,4.495,4.5467,4.5725,4.5983,4.65,4.7533,4.805,4.8567,4.8825,4.8825,4.8825,4.9084,5.0634,5.0892,5.115,5.115,5.1925,5.27,5.2184,5.2959,5.3217,5.3992,5.425,5.5284,5.58,5.6059,5.7092,5.7092,5.7867,5.7867,5.735,5.8125,5.9159,5.9417,5.9417,5.9417,5.89,5.9159,5.89,5.8384,5.89,5.9159,6.0192,6.0192,5.9934,0.0530856141582214,0.0517000000000003,0.0006656399999999679,5.9934,6.1225
1945-05-01,4.3658,4.4433,4.495,4.5467,4.5725,4.5983,4.65,4.7533,4.805,4.8567,4.8825,4.8825,4.8825,4.9084,5.0634,5.0892,5.115,5.115,5.1925,5.27,5.2184,5.2959,5.3217,5.3992,5.425,5.5284,5.58,5.6059,5.7092,5.7092,5.7867,5.7867,5.735,5.8125,5.9159,5.9417,5.9417,5.9417,5.89,5.9159,5.89,5.8384,5.89,5.9159,6.0192,6.0192,5.9934,5.9934,0.05564563474942731,0.10329999999999995,0.0026625599999999636,6.045,6.0967
1945-06-01,4.4433,4.495,4.5467,4.5725,4.5983,4.65,4.7533,4.805,4.8567,4.8825,4.8825,4.8825,4.9084,5.0634,5.0892,5.115,5.115,5.1925,5.27,5.2184,5.2959,5.3217,5.3992,5.425,5.5284,5.58,5.6059,5.7092,5.7092,5.7867,5.7867,5.735,5.8125,5.9159,5.9417,5.9417,5.9417,5.89,5.9159,5.89,5.8384,5.89,5.9159,6.0192,6.0192,5.9934,5.9934,6.045,0.06313165421473522,0.18079999999999963,0.008668809999999914,6.1225,5.9934
1945-07-01,4.495,4.5467,4.5725,4.5983,4.65,4.7533,4.805,4.8567,4.8825,4.8825,4.8825,4.9084,5.0634,5.0892,5.115,5.115,5.1925,5.27,5.2184,5.2959,5.3217,5.3992,5.425,5.5284,5.58,5.6059,5.7092,5.7092,5.7867,5.7867,5.735,5.8125,5.9159,5.9417,5.9417,5.9417,5.89,5.9159,5.89,5.8384,5.89,5.9159,6.0192,6.0192,5.9934,5.9934,6.045,6.1225,0.07970464358074336,0.20670000000000055,0.006671889999999919,6.0967,5.89
1945-08-01,4.5467,4.5725,4.5983,4.65,4.7533,4.805,4.8567,4.8825,4.8825,4.8825,4.9084,5.0634,5.0892,5.115,5.115,5.1925,5.27,5.2184,5.2959,5.3217,5.3992,5.425,5.5284,5.58,5.6059,5.7092,5.7092,5.7867,5.7867,5.735,5.8125,5.9159,5.9417,5.9417,5.9417,5.89,5.9159,5.89,5.8384,5.89,5.9159,6.0192,6.0192,5.9934,5.9934,6.045,6.1225,6.0967,0.08466406163971428,0.07750000000000057,0.011336529999999956,5.9934,5.8384
1945-09-01,4.5725,4.5983,4.65,4.7533,4.805,4.8567,4.8825,4.8825,4.8825,4.9084,5.0634,5.0892,5.115,5.115,5.1925,5.27,5.2184,5.2959,5.3217,5.3992,5.425,5.5284,5.58,5.6059,5.7092,5.7092,5.7867,5.7867,5.735,5.8125,5.9159,5.9417,5.9417,5.9417,5.89,5.9159,5.89,5.8384,5.89,5.9159,6.0192,6.0192,5.9934,5.9934,6.045,6.1225,6.0967,5.9934,0.08258822008750537,0.0,0.021362450000000113,5.89,5.89
1945-10-01,4.5983,4.65,4.7533,4.805,4.8567,4.8825,4.8825,4.8825,4.9084,5.0634,5.0892,5.115,5.115,5.1925,5.27,5.2184,5.2959,5.3217,5.3992,5.425,5.5284,5.58,5.6059,5.7092,5.7092,5.7867,5.7867,5.735,5.8125,5.9159,5.9417,5.9417,5.9417,5.89,5.9159,5.89,5.8384,5.89,5.9159,6.0192,6.0192,5.9934,5.9934,6.045,6.1225,6.0967,5.9934,5.89,0.08258822008750537,0.0,0.013354120000000087,5.8384,5.9417
1945-11-01,4.65,4.7533,4.805,4.8567,4.8825,4.8825,4.8825,4.9084,5.0634,5.0892,5.115,5.115,5.1925,5.27,5.2184,5.2959,5.3217,5.3992,5.425,5.5284,5.58,5.6059,5.7092,5.7092,5.7867,5.7867,5.735,5.8125,5.9159,5.9417,5.9417,5.9417,5.89,5.9159,5.89,5.8384,5.89,5.9159,6.0192,6.0192,5.9934,5.9934,6.045,6.1225,6.0967,5.9934,5.89,5.8384,0.08258822008750538,0.0,0.005325119999999927,5.89,5.9417
1945-12-01,4.7533,4.805,4.8567,4.8825,4.8825,4.8825,4.9084,5.0634,5.0892,5.115,5.115,5.1925,5.27,5.2184,5.2959,5.3217,5.3992,5.425,5.5284,5.58,5.6059,5.7092,5.7092,5.7867,5.7867,5.735,5.8125,5.9159,5.9417,5.9417,5.9417,5.89,5.9159,5.89,5.8384,5.89,5.9159,6.0192,6.0192,5.9934,5.9934,6.045,6.1225,6.0967,5.9934,5.89,5.8384,5.89,0.08258822008750538,0.025800000000000267,0.005335449999999995,5.9417,5.9417
1946-01-01,4.805,4.8567,4.8825,4.8825,4.8825,4.9084,5.0634,5.0892,5.115,5.115,5.1925,5.27,5.2184,5.2959,5.3217,5.3992,5.425,5.5284,5.58,5.6059,5.7092,5.7092,5.7867,5.7867,5.735,5.8125,5.9159,5.9417,5.9417,5.9417,5.89,5.9159,5.89,5.8384,5.89,5.9159,6.0192,6.0192,5.9934,5.9934,6.045,6.1225,6.0967,5.9934,5.89,5.8384,5.89,5.9417,0.08108989310566941,-0.07749999999999968,0.002672890000000031,5.9417,5.9417
1946-02-01,4.8567,4.8825,4.8825,4.8825,4.9084,5.0634,5.0892,5.115,5.115,5.1925,5.27,5.2184,5.2959,5.3217,5.3992,5.425,5.5284,5.58,5.6059,5.7092,5.7092,5.7867,5.7867,5.735,5.8125,5.9159,5.9417,5.9417,5.9417,5.89,5.9159,5.89,5.8384,5.89,5.9159,6.0192,6.0192,5.9934,5.9934,6.045,6.1225,6.0967,5.9934,5.89,5.8384,5.89,5.9417,5.9417,0.08134667069606068,-0.07749999999999968,0.0,5.9417,6.045
1946-03-01,4.8825,4.8825,4.8825,4.9084,5.0634,5.0892,5.115,5.115,5.1925,5.27,5.2184,5.2959,5.3217,5.3992,5.425,5.5284,5.58,5.6059,5.7092,5.7092,5.7867,5.7867,5.735,5.8125,5.9159,5.9417,5.9417,5.9417,5.89,5.9159,5.89,5.8384,5.89,5.9159,6.0192,6.0192,5.9934,5.9934,6.045,6.1225,6.0967,5.9934,5.89,5.8384,5.89,5.9417,5.9417,5.9417,0.08108989310566943,-0.0517000000000003,0.0,5.9417,6.0967
1946-04-01,4.8825,4.8825,4.9084,5.0634,5.0892,5.115,5.115,5.1925,5.27,5.2184,5.2959,5.3217,5.3992,5.425,5.5284,5.58,5.6059,5.7092,5.7092,5.7867,5.7867,5.735,5.8125,5.9159,5.9417,5.9417,5.9417,5.89,5.9159,5.89,5.8384,5.89,5.9159,6.0192,6.0192,5.9934,5.9934,6.045,6.1225,6.0967,5.9934,5.89,5.8384,5.89,5.9417,5.9417,5.9417,5.9417,0.08131737035973452,0.051599999999999646,0.010670889999999988,6.045,6.1225
1946-05-01,4.8825,4.9084,5.0634,5.0892,5.115,5.115,5.1925,5.27,5.2184,5.2959,5.3217,5.3992,5.425,5.5284,5.58,5.6059,5.7092,5.7092,5.7867,5.7867,5.735,5.8125,5.9159,5.9417,5.9417,5.9417,5.89,5.9159,5.89,5.8384,5.89,5.9159,6.0192,6.0192,5.9934,5.9934,6.045,6.1225,6.0967,5.9934,5.89,5.8384,5.89,5.9417,5.9417,5.9417,5.9417,6.045,0.08378465286408698,0.0517000000000003,0.01334378000000002,6.0967,6.2517
1946-06-01,4.9084,5.0634,5.0892,5.115,5.115,5.1925,5.27,5.2184,5.2959,5.3217,5.3992,5.425,5.5284,5.58,5.6059,5.7092,5.7092,5.7867,5.7867,5.735,5.8125,5.9159,5.9417,5.9417,5.9417,5.89,5.9159,5.89,5.8384,5.89,5.9159,6.0192,6.0192,5.9934,5.9934,6.045,6.1225,6.0967,5.9934,5.89,5.8384,5.89,5.9417,5.9417,5.9417,5.9417,6.045,6.0967,0.08852103759684606,0.0,0.003338529999999999,6.1225,6.355
1946-07-01,5.0634,5.0892,5.115,5.115,5.1925,5.27,5.2184,5.2959,5.3217,5.3992,5.425,5.5284,5.58,5.6059,5.7092,5.7092,5.7867,5.7867,5.735,5.8125,5.9159,5.9417,5.9417,5.9417,5.89,5.9159,5.89,5.8384,5.89,5.9159,6.0192,6.0192,5.9934,5.9934,6.045,6.1225,6.0967,5.9934,5.89,5.8384,5.89,5.9417,5.9417,5.9417,5.9417,6.045,6.0967,6.1225,0.08852103759684604,0.15499999999999936,0.017358279999999962,6.2517,6.4325
1946-08-01,5.0892,5.115,5.115,5.1925,5.27,5.2184,5.2959,5.3217,5.3992,5.425,5.5284,5.58,5.6059,5.7092,5.7092,5.7867,5.7867,5.735,5.8125,5.9159,5.9417,5.9417,5.9417,5.89,5.9159,5.89,5.8384,5.89,5.9159,6.0192,6.0192,5.9934,5.9934,6.045,6.1225,6.0967,5.9934,5.89,5.8384,5.89,5.9417,5.9417,5.9417,5.9417,6.045,6.0967,6.1225,6.2517,0.11282774081413759,0.36160000000000014,0.027363530000000167,6.355,6.51
1946-09-01,5.115,5.115,5.1925,5.27,5.2184,5.2959,5.3217,5.3992,5.425,5.5284,5.58,5.6059,5.7092,5.7092,5.7867,5.7867,5.735,5.8125,5.9159,5.9417,5.9417,5.9417,5.89,5.9159,5.89,5.8384,5.89,5.9159,6.0192,6.0192,5.9934,5.9934,6.045,6.1225,6.0967,5.9934,5.89,5.8384,5.89,5.9417,5.9417,5.9417,5.9417,6.045,6.0967,6.1225,6.2517,6.355,0.15116341851526857,0.5425000000000004,0.016677140000000125,6.4325,6.5359
1946-10-01,5.115,5.1925,5.27,5.2184,5.2959,5.3217,5.3992,5.425,5.5284,5.58,5.6059,5.7092,5.7092,5.7867,5.7867,5.735,5.8125,5.9159,5.9417,5.9417,5.9417,5.89,5.9159,5.89,5.8384,5.89,5.9159,6.0192,6.0192,5.9934,5.9934,6.045,6.1225,6.0967,5.9934,5.89,5.8384,5.89,5.9417,5.9417,5.9417,5.9417,6.045,6.0967,6.1225,6.2517,6.355,6.4325,0.1829115382728311,0.6715999999999998,0.012012499999999902,6.51,6.5617
1946-11-01,5.1925,5.27,5.2184,5.2959,5.3217,5.3992,5.425,5.5284,5.58,5.6059,5.7092,5.7092,5.7867,5.7867,5.735,5.8125,5.9159,5.9417,5.9417,5.9417,5.89,5.9159,5.89,5.8384,5.89,5.9159,6.0192,6.0192,5.9934,5.9934,6.045,6.1225,6.0967,5.9934,5.89,5.8384,5.89,5.9417,5.9417,5.9417,5.9417,6.045,6.0967,6.1225,6.2517,6.355,6.4325,6.51,0.20584942649638086,0.6459000000000001,0.006677059999999953,6.5359,6.7425
1946-12-01,5.27,5.2184,5.2959,5.3217,5.3992,5.425,5.5284,5.58,5.6059,5.7092,5.7092,5.7867,5.7867,5.735,5.8125,5.9159,5.9417,5.9417,5.9417,5.89,5.9159,5.89,5.8384,5.89,5.9159,6.0192,6.0192,5.9934,5.9934,6.045,6.1225,6.0967,5.9934,5.89,5.8384,5.89,5.9417,5.9417,5.9417,5.9417,6.045,6.0967,6.1225,6.2517,6.355,6.4325,6.51,6.5359,0.22183778780275965,0.6200000000000001,0.0013364500000000155,6.5617,6.6134
1947-01-01,5.2184,5.2959,5.3217,5.3992,5.425,5.5284,5.58,5.6059,5.7092,5.7092,5.7867,5.7867,5.735,5.8125,5.9159,5.9417,5.9417,5.9417,5.89,5.9159,5.89,5.8384,5.89,5.9159,6.0192,6.0192,5.9934,5.9934,6.045,6.1225,6.0967,5.9934,5.89,5.8384,5.89,5.9417,5.9417,5.9417,5.9417,6.045,6.0967,6.1225,6.2517,6.355,6.4325,6.51,6.5359,6.5617,0.23308708121763325,0.8007999999999997,0.03335427999999988,6.7425,6.5617
1947-02-01,5.2959,5.3217,5.3992,5.425,5.5284,5.58,5.6059,5.7092,5.7092,5.7867,5.7867,5.735,5.8125,5.9159,5.9417,5.9417,5.9417,5.89,5.9159,5.89,5.8384,5.89,5.9159,6.0192,6.0192,5.9934,5.9934,6.045,6.1225,6.0967,5.9934,5.89,5.8384,5.89,5.9417,5.9417,5.9417,5.9417,6.045,6.0967,6.1225,6.2517,6.355,6.4325,6.51,6.5359,6.5617,6.7425,0.2551542358990386,0.6717000000000004,0.04935544999999969,6.6134,6.5617
